Selection,Max,Length
MPGMAUEGA,AGAPE/GAMMA/GAUGE/GEMMA/GUMMA/MAGMA,5
DKCAEXOER,CREAKED/CROAKED,7
OATTEDRNN,ATTORNED,8
QCRIERPAH,ACQHIRE/CHARIER/CHIRPER,7
RMPIINTDE,IMPRINTED,9
KUFREETSA,FEATURES/FREAKEST,8
GUODSIESO,GOODIES/GUSSIED,7
ACEAMROPG,COMPARE/RAMPAGE,7
FDOASOOSW,DOOFS/DOSAS/FADOS/FOODS/FOSSA/SODAS/SOFAS/WOODS/WOOFS,5
LOAESRNOS,ARENOSOLS,9
CKGMEGIIU,GIGUE,5
IIRZPURUE,PIRRI/PRIZE/PURER/RIPER,5
RYBHOEALN,BALONEY/BLARNEY,7
OATSMEDAU,AMADOU/AMUSED/MASTED/MEATUS/MEDUSA/MOATED/MODEST/MOUSED/ODEUMS/OUSTED/SAUTED,6
REECECRTJ,REETER/REJECT,6
ACTDOEDRI,DEDICATOR,9
ATNSULEKT,ANKLETS/ATTUNES/AUKLETS/ELUANTS/LANKEST/LUNATES/NUTLETS/TALENTS/TAUTENS/TETANUS,7
GLEGPIOEB,OBLIGEE,7
NMDSUYOAL,ALMONDS/DOLMANS/DYNAMOS/OSMUNDA/SALMONY/SOLANUM/SOUNDLY/SYNODAL/UNLOADS,7
GIANMMEIT,IMAGINE/INTIMAE/MAIMING/MINTAGE/TEAMING/TEGMINA,7
EWCEANSUL,NUCLEASE,8
FTOOSHERS,FOOSTERS/ORTHOSES/RESHOOTS/SHOOTERS/SOOTHERS,8
TMREIOJRA,ARMOIRE/ROTAMER,7
STEADBUTE,BEAUTEST,8
BZTRNEEIA,BETAINE/RETINAE/TRAINEE/ZEBRINE,7
MFSAANOAP,PANAMAS,7
AOEDDTCIS,ADDICTS/CADDIES/COASTED/CODDEST/COTISED/DACOITS/DISCOED/IODATES/TOADIED/TOADIES/TODDIES,7
OBSHSASIJ,BASHOS/BASSOS/BHAJIS/HIJABS/SABJIS/SAHIBS/SHOJIS,6
ITEDSIRYZ,DIRTIES/DITSIER/DITZIER/DITZIES,7
ACEPQRNLI,CALIPER/CAPELIN/CAPRINE/CARLINE/PANICLE/PELICAN/PLAINER/PRALINE/REPLICA,7
OMIWCSSAA,MOSAICS,7
FLMAFGOPE,MEGAFLOP,8
NDEVNEETG,EVENED/GENNED/VENDEE/VENTED,6
NEEOEOLMP,MEEPLE/POMELO,6
VUTAEONSA,AUTOSAVE,8
IALRXTNHE,ENTHRAL/HAIRNET/HERNIAL/INEARTH/INHALER/LATRINE/NARTHEX/RELAXIN/RELIANT/RETINAL/THERIAN/TRENAIL,7
BOORGEITA,BORGATE/GOATIER/ROOTAGE,7
SGONUEPAR,SPEARGUN,8
EGMMVIUNA,ENIGMA/GAMINE/GUINEA/IMMUNE/MAGNUM/MEMING,6
ANUOIBELT,ABLUTION/ABUTILON,8
RFEEDVSES,DESERVES,8
ALGTPEREB,BEAGLER/BLEATER/PLEATER/PRELATE/RETABLE,7
TSIXLEMRU,MIXTURES,8
RAHCEAMIC,CHIMAERA,8
AINOFALNH,ALOHA/ANION/ANNAL/FANAL/FINAL/FINNA/FOLIA/HALON/LANAI/LIANA/OHANA,5
AKZNESPEA,PAEANS/PEKANS,6
RRDEOTTIA,ATTIRED/DOTTIER/RATTIER/ROTATED/TARDIER/TARRIED/TARTIER/TRAITOR,7
HPBTAAERO,PROBATE,7
PGEASMNME,GAMESMEN,8
PWUGRGHUE,HUGGER,6
EESICMBAQ,AMICES/BECAME/CEIBAS,6
NOKCOATUN,CANNOT/CANTON/TOUCAN/UNKNOT/UNTACK,6
LOSKTOTID,TOOLKITS,8
NLEADMENJ,LANDMEN,7
IYSOTIFDE,FIDEIST/FOISTED,7
SIAECCNAR,ACARINES/CANARIES,8
ODVILNESR,RESOLVIN,8
DEDVPODAI,AVOIDED/PODDIED,7
TNIRUPEAE,APERIENT,8
ORPMTLIEX,EXPLOIT/IMPLORE/MOTLIER/POLITER/TRIPLEX,7
EDHFBEEUK,BEEFED,6
CSEGETYAE,CATSEYE,7
THELTSAOZ,LOATHES/STEALTH/ZEALOTS,7
NISURRRJA,ARNIS/ARRIS/NARIS/RAINS/RANIS/RUINS/SARIN/SURRA,5
AWTOESLGI,GLOWIEST,8
KLUOCNOED,UNCOOKED/UNLOCKED/UNLOOKED,8
INCNRAIEA,ARANCINI,8
EUECTMINE,CENTIME/EMETINE,7
ERPOTNXEA,OPERANT/OPERATE/PRONATE/PROTEAN,7
EPAFIRUOT,POUFIER/POUTIER,7
ARUOMDLWE,EARLDOM/MODULAR/MORULAE/MOULDER/REMOULD/ROULADE,7
TIDONREIS,DISORIENT/RETINOIDS,9
AOTCLOESV,ALCOVES/ALECOST/AVOCETS/COEVALS/COOLEST/LACTOSE/LOCATES/OCELOTS/OCTAVES/OCTAVOS/SOLVATE/TALCOSE,7
OSCGHENIE,CHEESING,8
SOETSKELA,AESTELS/OLEATES/TEASELS/TOELESS,7
YISERUFRO,FERROUS/FRISEUR/FURORES/FURRIES,7
YNIFSAADO,NAYSAID,7
POEEYUTRI,POUTIER,7
IERWOIGNT,TOWERING,8
RSOLAPOIA,APORIAS/PARASOL/SOLARIA,7
GOARBNRME,BEGORRA/EMBARGO/GROANER/MEGARON,7
TEVCIEEAL,ELECTIVE,8
QGEUUOKND,DUKUN/KENDO/NUDGE/NUKED/UNDUE,5
OICRNATAD,RAINCOAT/TORNADIC,8
INRODESNE,DENIERS/DERNIES/DINNERS/DONNEES/DONNERS/ENDORSE/INDORSE/NEREIDS/NERINES/RESINED/ROSINED,7
MAOETEDFL,DEFLATE/FEEDLOT/FLOATED/METALED,7
HEKSSTIIM,SMITHIES,8
JTDROLUOI,DOLOUR/TOROID,6
EAYDEPSEF,DEPAYSEE,8
TEEANTAMD,ANTEDATE/EMANATED,8
SEPTPIOHT,HOPPIEST,8
QAUEMFGON,MANQUE/QUANGO,6
IGSTORNEE,EGESTION/GENITORS/INTEGERS/SEROTINE/STEERING/TRIGONES,8
MEORFFLAK,FEMORAL,7
CIAOSLOER,CALORIES/CARIOLES,8
IASSXNRAS,NAIRAS/SANSAS/SASINS,6
IPGRAEBCO,AEROBIC/RIBCAGE,7
MRUENTEEM,ENTREE/MEETER/MENEER/MENTEE/MENTUM/MERMEN/MUNTER/NEUTER/RETUNE/TENURE/TUREEN,6
IARSHIAMO,AHIMSA/AMAROS/AROMAS/ASHRAM/HAOMAS/MOHAIR/SHARIA,6
LTKUABETI,ALBEIT/ALBITE/AUKLET/BATTLE/BATTUE/BUTTIE/BUTTLE/KITTLE/LIKUTA/TABLET/TALKIE,6
UAGSCVOOO,GUACS/VAGUS,5
IOFENUMYS,FUSION/INFUSE/MONEYS/MONIES/MOUSEY/MUNSIF/MYOSIN/SIMONY,6
DNOCLSEPE,ENCLOSED,8
OISICAPLS,LIASSIC/LOIASIS/SOCIALS,7
VHGEDEANO,AVENGED,7
DEFESTREJ,FESTERED,8
OTGAILARR,OTALGIA,7
APROEKSIN,KIRPANS/ORPINES/PANSORI/PARISON/PARKIES/PARKINS/PERSONA/PINKOES/PORKIES/PRESOAK/SNAKIER/SOAPIER/SPANKER,7
ATQIDEEUT,EQUATED/QUIETED/QUITTED,7
OLSNHRIEE,SHORELINE,9
EONDRANVA,VERANDA,7
GUIRLMHAE,HAULIER/HUMERAL/LAUGHER,7
BOOEJPUST,OUBOETS,7
EGTETOCEB,OBTECT,6
SASIYTFUO,SATISFY,7
UEFARCPSI,APERCUS/AUSPICE/EARCUPS/FIACRES/SAUCIER/SCARFIE/SCAUPER/SCRAPIE/SPACIER/SURFACE/UPRAISE,7
PLZAOESAL,PAELLAS,7
EPYDIXUNL,DUPLEX/LUPINE/PUNILY/UNIPED,6
SOLAEWOGE,EAGLES/SAWLOG/SEWAGE/WEASEL,6
PSRAONIRI,ASPIRIN/PANSORI/PARISON/RAPINIS/SPORRAN,7
COWROTIEM,MORTICE/MOTORIC,7
SAEOOLDOM,AMOLES/DAMSEL/DOLMAS/LADOOS/LOOMED/LOOSED/MALEOS/MEDALS/MODALS/MODELS/OODLES/SELDOM/SOLOED/SOOLED,6
TAFEAVTHG,AGATE/AGAVE/FETTA/THEFT/THETA,5
OAIPEQRLG,PERGOLA,7
HDZETOSEI,DOZIEST/HEISTED/HOISTED,7
RUNSUDECC,UNCURED,7
ONVTOEAGT,GAVOTTE,7
SSBEAARNK,BANKERS/KRANSES,7
DASOSIMJC,MASJIDS/MOSAICS,7
XETIDNRRO,DEXTRIN,7
ROELPOUDT,UPROOTED,8
SEGEGERNE,RENEGES,7
CLEMUSPWO,COMPELS/COUPLES/PLUMOSE,7
LTLANIITZ,ATILT/TAINT/TITAN/TITIN/ZILLA,5
DTFEIOEQA,DEFEAT/FOETID/IDEATE/IODATE/TIEFED,6
EIPERFAMD,FIREDAMP,8
SEGCIILHB,BILGES/CEILIS/CHILES/CHISEL/GHIBLI/SLEIGH,6
PDRIYAENL,ENDPLAY/INLAYER/NAILERY/PEDLARY/PLAINED/PLAINER/PLENARY/PRALINE/PREDIAL/PYRALID/RANDILY/RAPIDLY/READILY,7
TABDIBOEA,BIODATA,7
REBMTSESE,SEMESTER,8
GOTDIIEUN,DIETING/DOUTING/EDITING/EDITION/IGNITED/TONGUED,7
RRSIWEITE,REWRITES,8
CGEOAUAFT,OUTFACE,7
EEIIHCNSD,DEHISCE/HEINIES/INCISED/INDICES/NICEISH,7
RSAMAPIAN,MARINAS/PANAMAS,7
QOIXGLMEH,GOLEM/HELIX/HOLME/HOMIE/MOHEL/MOXIE,5
LFSANUEER,FLANEURS/FUNERALS/FUNEREAL,8
QEOEERFRN,REEFER,6
SLCTILOUA,LOCALIST/OUTCALLS,8
PEEEENDSA,DEEPENS,7
AOUDLISRR,ARDOUR/AROIDS/DORSAL/DOULAS/DRAILS/LAIRDS/LIARDS/RADIOS/RADIUS/RAULIS/SAILOR/SIRDAR,6
RMHEAEXED,EXEDRAE,7
WSOIREANP,ENWRAPS/INWRAPS/ORPINES/PANSORI/PARISON/PERSONA/RESPAWN/SNOWIER/SOAPIER/SPAWNER/WEAPONS,7
IAARUUSBM,SAMURAI,7
EKIGZTOUD,DUGITE,6
NESAISLAI,NASALISE/SALINISE,8
APETODMJE,ADOPTEE,7
GHISRNEAO,HEARINGS/ORANGISH/ORGANISE/ROGAINES/SHEARING,8
CRAALEACK,CARACAL/CLACKER/CRACKLE,7
IMRCOYBIO,CORYMB,6
IOTPEQDRR,DIOPTRE/PERIDOT,7
NDIAEGULC,GUIDANCE,8
COBELIOSH,SCHOOLIE,8
SERAETFIA,FEARTIES,8
ARTLKETNO,TOLERANT,8
ODEEISGLR,RELIGOES,8
SMNNMEEPO,NOMENS/PENMEN/PEONES,6
TUACIEWND,TUNICAE,7
LESEAOUTT,ELUATES/OLEATES/OUTLAST/OUTLETS/TELEOST,7
ORICNAUVS,CORVINAS,8
EDAMQSOMT,MADTOMS,7
ETNGIBTAE,ABETTING,8
EEIRELRSA,REALISER/RELEASER,8
TRATNSEUO,OUTSTARE/TAUNTERS,8
OCPEZIEMR,COMPEER/COMPERE,7
LEOIIYDFG,EDGILY/FOILED/GOLFED,6
EPNEUMINR,PERINEUM,8
BCONGETUA,COGNATE/GUNBOAT,7
RSIORTSIM,MITOSIS/SMRITIS,7
IDEVTGNEO,DEVOTING,8
ATRJISEFU,FAIREST/FUSTIER/SURFEIT,7
OEGROAFCD,CORDAGE/DOGFACE/FORAGED,7
ELUBUNDIA,AUDIBLE/BANDULU/UNBUILD/UNIDEAL,7
SGHLEMTAE,EAGLETS/GAMETES/HAMLETS/HELMETS/LEGATES,7
ONYLLPAET,APLENTY/PENALLY/PENALTY/PLAYLET/POLENTA/TONALLY,7
IDACLXOSE,CALIXES/CELOSIA/COLDIES/OXIDASE/SCALDIE/SOLACED,7
MHSPMIINU,MUMPISH,7
OXEGOPMTT,MOTET/MOTTE/MOTTO/POTTO/TEMPO/TEMPT/TOTEM,5
SHEDSPAIN,DISHPANS/PINHEADS/PISSHEAD/SHANDIES,8
AATOIQNGS,AGAINST/AGNOSIA/AGONIST/GITANAS/GITANOS,7
AOERSDEEG,DEGREASE,8
AZMIRNAES,AMNESIA/MARINAS/MARINES/REMAINS/SEMINAR,7
EAOHGKORI,HOOKIER,7
NINESLUIM,INSULIN/MILIEUS,7
UTOEURLSE,RESOLUTE,8
DADCISIVA,CADDIS/VISCID,6
EFOETNLCU,FECULENT,8
SRIIENYDE,INSIDERY,8
WEASTSFGI,AGEISTS/FASTIES/FIESTAS,7
UBRSPAPNE,NAPPERS/PARPENS/PAUPERS/PRENUPS/SNAPPER,7
NTOXTETOE,EXTENT,6
ISFERLLIS,FRILLIES,8
LNUDRRAET,TRUNDLER,8
JOEODTIPG,GOODIE/POGOED/POOTED/POTJIE,6
EDAGILFAR,FAIRLEAD,8
NOCDOEUMZ,COMEDO/CONDOM/MENUDO/MOONED/ZOOMED,6
TOOLITSQE,LITOTES/OOLITES/OSTIOLE/STOOLIE/TOILETS/TOOLIES/TOOLSET/TOOTLES/TOOTSIE,7
AUMACIDKE,ACEDIA/CAUDAE/MEDAKA/MEDICK/MUCKED,6
NOGEPDOTO,GENTOO/POGOED/PONGED/POONED/POOTED/TONGED,6
IVROIZBUN,VIBRIO/VIRINO/VIRION,6
ASEENGMIP,ENIGMAS/GAMINES/MAGPIES/MANEGES/MEANIES/MENAGES/NEMESIA/PIGMEAN/SEAMING/SEEMING/SEEPING/SPAEING/SPAEMEN,7
ETRENIAXY,ANXIETY/RETINAE/TRAINEE,7
IAESTRUSR,TARSIERS,8
LCEAPSHEO,ESCALOPE/OPALESCE/PLEACHES/SHOELACE,8
NLUWMAIAT,ALUMINA/MATINAL,7
RSNEPOADI,ANEROIDS/ANODISER/DIASPORE/OPERANDS/PADRINOS/PADRONES/PARODIES/PONIARDS/PRISONED/SPRAINED,8
USNICWAIT,UNICAST,7
MSAOENCLE,CLEANSE/CLEOMES/COALMEN/ENAMELS/ENCLOSE/ENLACES/LOANEES/MENACES/SCALENE,7
GAIERDZUN,GAZUNDER,8
SEUHNAJID,HANDIES/JEHADIS,7
NRTEASUSP,PASTERNS/PASTURES/PUNSTERS/RAPTNESS/SAUNTERS/SUNTRAPS/UNSTRAPS,8
UORSRAGQW,ARROWS/GOURAS/RUGOSA,6
TEDITSPEI,DEITIES/DESPITE/DITTIES/PIETIES/PIETIST/SPIEDIE/SPITTED/TIDIEST,7
OTDPGAIYE,GODETIA/OPIATED,7
STOOSREFI,FOOSTERS/FOOTSIES/FROSTIES,8
EURACOLLB,BULLACE/CORELLA/CURABLE/LOBULAR/LOCULAR/OCELLAR/RUBELLA/RUBEOLA,7
EATNSKARR,NARRATES,8
RCISOBOEG,BOOGERS/BOOGIES/BROIGES/COORIES/CORBIES/GOOBERS,7
ATDHATOLO,ALOHA/HADAL/LADOO/LOATH/LOTTA/LOTTO/TOOTH/TOTAL,5
OSEEGIRTF,GOREFEST,8
DLHIEEAMC,CAMELID/CHAMELI/CLAIMED/DECIMAL/DECLAIM/EMAILED/LEACHED/LIMEADE/MEDICAL,7
CIQEYOSRK,CORKIES/RICKEYS,7
NDOMAASET,ADENOMAS/MANDATES,8
XIUDRETZO,OUTRIDE,7
NRPUMLAUJ,JAMUN/JARUL/JUMAR/JURAL/LUNAR/MANUL/MURAL/ULNAR/UNARM/URUPA,5
UNIPEARNG,ANGUINE/EARNING/ENGRAIN/ENURING/GRANNIE/GUANINE/GUNNERA/NEAPING/NEARING/PANNIER/PENGUIN/PRUNING/PUNNIER/REAPING,7
MUEDTNRAB,DRUMBEAT/TURBANED/UNDREAMT,8
JTTSIUROO,TORTIOUS,8
TSRIGOAEV,RAVIGOTE/VIRAGOES/VIRGATES/VOTARIES,8
ESCGAAIDZ,ACEDIA/ADAGES/AZIDES/CADGES/ZAIDES,6
ORIIOLADC,CORDIAL,7
RNOIMAATT,ANIMATOR,8
ANECMRDEH,DEMARCHE/MENARCHE,8
EEPESITAF,EPEEIST,7
OOESBLIPE,OBELISE,7
DSCLYEUEA,DESCALE/SECLUDE,7
RUBEMINAC,MANICURE,8
CANADOIGT,COATIGAN/CONTAGIA,8
MPNELAIRE,PERINEAL,8
EOESDAMXV,EVADES/EXOMES/OEDEMA/SEAMED/VADOSE,6
ENESMNCIU,CUNNIES/INCENSE,7
DSPREFILA,FELDSPAR/PREDIALS,8
TLIUUHAER,HAULIER/HAUTEUR/LUTHIER,7
AABTERNQS,ANTBEARS/RATSBANE,8
SAPIKRIWC,AIRSICK,7
AATMSLEZE,MALEATES,8
CLEUBTOOO,BOUCLE/OCELOT/OUBOET,6
ASBEONUTT,ATTUNES/BATTENS/BATTUES/BOTNETS/BUTTONS/NOTATES/SOUTANE/TAUTENS/TENUTOS/TETANUS,7
AKIMREERS,SMEARIER,8
BDAQIDSRO,ADORBS/ADSORB/AROIDS/BIRDOS/BOARDS/BRAIDS/BROADS/DISBAR/DOBRAS/DROIDS/ISOBAR/RADIOS/SORDID,6
DERAOESGN,DERANGES/GRANDEES/GRENADES/REASONED/RENEGADO,8
IUMOWVROT,MOTOR/OUTRO/VIRTU/VOMIT/VROOM/VROUW,5
OTELAGMRU,EMULATOR,8
UISUTASCO,CAUTIOUS,8
NECITSNEA,TENANCIES,9
SOEIRZLEO,LOERIES/ORIOLES,7
LNIVAHENE,ENLIVEN,7
EMAJDEYUL,DEEJAY/MAULED/MEDLEY,6
CRSNBIUAO,RUBICONS,8
TSNTIIUOG,TUITIONS,8
KTPOUPEBE,TOUPEE/UPKEEP,6
EGSBIAISI,BAGSIES,7
TNAEIXIDR,DAINTIER,8
FMESOEHON,SOMEONE,7
CENUOAATL,LACUNATE/TENACULA,8
EBMSEARIT,BARMIEST/BEAMIEST/EMIRATES/STEAMIER,8
CARATDDUE,TRADUCED,8
AIDEDAKET,IDEATED,7
AVOEILHWC,WAVICLE,7
SSJREAOUU,AROUSES,7
CATIOLSDA,ASOCIAL/COASTAL/DACOITS/SALACOT/SOLATIA/STOICAL,7
EZPRMIARO,ARMOIRE/EMPORIA,7
ALEFLNMEB,BEFALLEN,8
RPNAECABI,ACARINE/CAPRINE/CARBINE/CARINAE/PARABEN,7
TRQGDOOII,TOROID,6
ESESDIEHO,DESHIS/DIESES/DISHES/HISSED/SEISED,6
OXPUEHREE,EPHOR/HOPER/PUREE/RUPEE,5
HREDOIRYN,HERONRY/HORNIER,7
MGLIAMEXR,LEXIGRAM,8
HTUESSRIO,HOISTERS/HORSIEST/SHORTIES/SHOUTERS,8
EADOETUFL,DEFAULT/DEFLATE/FAULTED/FEEDLOT/FLOATED/FLOUTED,7
AZREACWPE,APACE/ARECA/AREPA/AWARE/CAPER/CRAPE/CRAZE/CREEP/CREPE/PACER/PEACE/RECAP/WAREZ/ZEERA,5
GTOLTDNIU,DOTTING/DOUTING/GLUTTON/LOTTING/TOUTING,7
ANOBUEITD,OBTAINED,8
OGNIPRSEK,REPOSING/SPONGIER,8
ASAMOEBYD,AMOEBAS/SAMBAED/SOMEDAY,7
TNCOSUIEF,CONFUTES/COUNTIES,8
EKAMEPSIW,KEWPIES,7
UOSLUMLLR,LOLLS/LOURS/LULLS/LULUS/MOLLS/MULLS/ROLLS/ULMOS,5
UGTPNEIUR,ERUPTING/REPUTING,8
SIRABIONH,ROBINIAS,8
ASEDEINDF,ANISEED/DANDIES/DEADENS/DEAFENS/DEFENDS/DEFINED/DEFINES/INFEEDS/NEDDIES,7
VDOBSOQCA,ADOBOS,6
RPOEENMMS,OPENERS/REOPENS,7
TORGADETN,ATTORNED/DRAGONET/GAROTTED/TETRAGON,8
ALJNURIHG,HAULING/HURLING/NURAGHI,7
SAIETEGRL,LITREAGES,9
MATUECBFA,BATEAU/BEMATA/FACTUM/FAUCET,6
VDRIDTRUA,RITARD,6
TEOPOFNOR,FORETOP/POOFTER/ROOFTOP,7
NEEDUYSHI,DENIES/DIENES/ENDUES/ENSUED/HUNDIS/INDUES/NUDIES/SHEENY/SHINDY/SHINED/SNIDEY/UNDIES/UNSHED,6
ELTSLASRE,STEALERS/TEARLESS/TESSERAL,8
SEIXTEOTZ,EXIEST/SEXTET,6
SREEJRNAE,EARNERS/SNEERER,7
CTEEAGOMV,ECOTAGE,7
PCENEIHBA,CHEAPEN/CHEAPIE/EPHEBIC,7
LITGEPDIO,DIGIPET/DOGPILE/PILOTED,7
UBRASYJGE,ABJURES,7
LEHXSUROA,HAULERS/HOAXERS/SHOALER,7
HESAAMSDD,AMASSED/ASHAMED/DEADASS/HADEDAS/SMASHED,7
LCNIPOAGN,PANGOLIN,8
NWSRNSEEU,ENSURES/NEWNESS/UNSEENS,7
HIEDTLOOZ,LITHOED/TOEHOLD,7
PEMORTUUN,MOUNTER/REMOUNT,7
TSMAENEOD,NEMATODES,9
REQTIAATS,TARIQATS,8
AEKMITEID,MEDIATE,7
IPHITEMYM,IMPIETY,7
USGTTUEDR,GURTEST/GUTTERS/SUTURED/TRUDGES/TRUSTED,7
NEFSISOIJ,FINISES/FISSION/IONISES,7
LIALACPRI,APICAL/CARPAL/LAICAL/PALLIA/PILLAR/RACIAL,6
PSOKFUAEE,PEKOES,6
NOATSFLZI,FAINTS/FINALS/FLINTS/FLOATS/FONTAL/INSTAL/TALONS/TONSIL,6
RDEVHONIE,HEROINE/HOVERED/INHERED,7
RERDNITLU,INTRUDER/TRUNDLER/UNDERLIT,8
WECUSIASD,ADIEUS/ASIDES/CAUSED/CAUSES/CUISSE/CUSSED/DAISES/DASSIE/DISCUS/DISUSE/ISSUED/SAUCED/SAUCES/SAUSIE/SCUSED/WISSED/WUSSED,6
SPTERRGOO,POTREROS/TROOPERS,8
EOGISDRRA,RODGERSIA,9
KILEORSTP,PORKIEST,8
BLTCBIUSE,CLUBBIEST,9
EMZUDOAPU,APOZEM/POMADE,6
EERDLAHIE,HEADIER,7
EVTYDATAE,VATTED/VETTED,6
INEARADPN,ARANEID/PANNIER,7
OIOSTNMJO,MOJITOS/MOTIONS,7
EXSRFWOQO,WOOFERS,7
MSTIOLECO,TOILSOME,8
RBLKEDESA,LAKEBEDS,8
EEEDNOMTY,MONEYED,7
OMARUEAST,AMATEURS,8
WDLRCUAZE,CRAWLED,7
ROIBFASMY,FIBROMAS,8
GIITOANMU,MANITOU/MINUTIA/MOATING/OUTGAIN/TINAMOU,7
PEUFONPCE,POUNCE,6
AEIGSTQHF,AGEIST/EIGHTS/FAITHS/FASTIE/FETISH/FIESTA/FIGHTS/GEISHA/SAITHE,6
UTESINGDI,DISTINGUE,9
LOEEONVSS,ELEVONS/LOOSENS/SLOVENS,7
PBESNMDEI,DEMINES/IMPEDES/IMPENDS/SIDEMEN,7
SOUATCHUD,CHOADS/COUTAS/CUSHAT/DUCATS/DUCTUS/OCTADS/TACHOS/TOCHUS,6
EFOQISRCA,FIACRES/SCARFIE/SCORIAE,7
REWFLJAUP,EARFUL/FERULA/JARFUL/PLEURA/PURFLE,6
EDERCTNOO,CORONETED,9
HMEDXAAWO,WAXHEAD,7
EMNUSRIAL,SEMILUNAR/UNREALISM,9
OKEFSYARP,FORSAKE/PRESOAK,7
UEBIRTONM,BITUMEN/BORNITE/BROMINE/MOUNTER/REMOUNT/ROUTINE/RUNTIME/TERBIUM/TRIBUNE/TURBINE,7
TRFIAAVDL,DATIVAL/TRAVAIL,7
SONSUMIOE,MINUSES/NOISOME/OMINOUS/SIMOONS/SOMONIS,7
UTAANITTE,TITANATE,8
ANWCLADAA,CANAL/DWAAL,5
NTEOIASVH,ATONIES/EVANISH/EVASION/HISTONE/NATIVES/NOVATES/VAINEST,7
FRGEEREMU,REFUGEE,7
PITABTADU,DUPATTA,7
RIURADNWE,DRAINER/RANDIER/REDRAWN/UNAIRED/UNWIRED,7
IAEMNOYGS,MOSEYING/OMIYAGES,8
ODEILGOKC,DOGLIKE/GODLIKE,7
OPGEQFIDO,FOODIE/GOODIE/GOOFED/POGOED,6
EDRPBAEOC,BARCODE/BROCADE/CAPERED/PROCEED,7
LENRSIOQB,BOILERS/LIBEROS/LIENORS,7
AOTGAWCDA,OCTAD,5
IENEMLJME,ELEMI/LEMME/LIMEN/MELEE,5
UTUDRGESF,FUTURES/SUTURED/TRUDGES,7
KIGLSOARA,GIRASOL/SOLARIA,7
EEELOSREL,RELLOS/RESELL/RESOLE/SELLER,6
SMONGUOPA,GUANOS/MANGOS/MONGOS/MOONGS/NGOMAS/PONGAS/PONGOS/PUNGAS,6
RDCNHPEEE,CHEEPED/CHEERED/PERCHED/PRECEDE/PREENED,7
COKFAITDX,FACTOID,7
OUUTHJGAP,AUGHT/OUGHT/THUJA/TOUGH,5
OATENFRMI,AMNIOTE/FAINTER/FERMION/FIREMAN/FOAMIER/FORAMEN/FOREMAN/FORMANT/FORMATE/MERANTI/MINARET/MOANIER/MORAINE/RAIMENT/ROMAINE,7
ETVNTAISO,TASTEVIN,8
LEISUEMQG,LEGUMES,7
LOIIASARR,ROSARIA/SOLARIA,7
INOURXUTM,NITROX/OUTRUN/TUMOUR/TURION,6
IHEOTNELA,ELATION/ETHANOL/HOTLINE/NEOLITH/TOENAIL,7
APIRSDEOK,DIASPORE/PARODIES,8
MAESNGNOE,AGNOMENS/ANEMONES,8
RINDZREED,DERIDER/NERDIER,7
MRARGEADN,ARRANGED/GRANDAME,8
REIGPLTUU,GUIPURE/PURLIEU,7
JNMOITEAI,AMNIOTE/INTIMAE,7
ARDTFNTAO,ANATTO/ATTORN/FANTOD/RATTAN/RATTON/TANTRA/TARTAN/TOTARA,6
SZNACOEMI,AMNESIC/ANOSMIC/CINEMAS/ENCOMIA/INCOMES/MESONIC,7
DEFSGOSTA,DOSAGES/DOTAGES,7
BYCCEOVAP,ABOVE/BACCY/BOCCE/COPAY/COVEY/PACEY/PEAVY/VOCAB,5
ETRMALRDI,ADMIRER/LARDIER/MALTIER/MARDIER/MARRIED/READMIT/RETIRAL/RETRIAL/TARDIER/TARRIED/TRAILED/TRAILER,7
ASUTEHIWB,HABITUES,8
OLGKRARAP,APOLAR/PAKORA,6
ILRZEMTAO,AMORTIZE/ATOMIZER/MORALIZE/TRIAZOLE,8
CATPREASM,AMTRACS/CAMERAS/CAMPERS/CAMPEST/CARPETS/PRECAST/SCAMPER/SPECTRA/STAMPER/TAMPERS/TARMACS,7
IRLPEORMN,IMPLORE/LORIMER/LORINER/PORNIER/PROLINE,7
ETOCTSKEC,OCTETS/SOCKET,6
CERDAGOIB,BIRDCAGE,8
ISTAPBPUW,BAPPUS/PAPIST,6
LEADILEEG,ALLEGED/GALILEE,7
OIEOCNQIS,ICONISE,7
ATIJKANAD,KATANA,6
DNTOIESNU,NONSUITED/TENDINOUS,9
ODVBATIRD,VIBRATO,7
SGLABNEGI,BEAGLING/SIGNABLE/SINGABLE,8
YNCDIETAP,PEDANTIC,8
IAMETLSFE,METAFILES,9
TIATRMUPE,MURIATE/PARTITE/PRIMATE/TAPETUM/TEMPURA/TRUMPET,7
RWIENSUIM,INSURE/INURES/MINERS/MURINE/NURSIE/RUMENS/SURIMI/UNWISE/URSINE/WINIER,6
OTJAHNLGI,LOATHING,8
SEREDAZOM,RADOMES/SMEARED,7
ESSSISBOL,BLISSES/BOSSIES,7
RHEDLTCOE,RECLOTHED,9
OBAFGNCER,BACONER,7
CTUIADSRY,CITRUSY/CRUDITY/CUSTARD/DRASTIC/DRYSUIT/DYSURIA/SATYRIC/SATYRID/SURDITY,7
EANTESRSH,ASSENTER/EARNESTS/HEARTENS/SARSENET/STERANES,8
NTUIFGSME,FIGMENTS,8
IERLODATR,IDOLATER/TAILORED,8
TUZAMIWSN,TSUNAMI,7
IJUCCDOTA,COTIJA/DACOIT/OCICAT,6
SLREICOOP,POLICERS,8
